MB Parmar,1,-,-,-,-,-,-,-,-,-,-,-,-
YK Pathan,106,91,31,1893,72,31.55,1369,138.27,0,7,7,150,85
RT Ponting,4,4,0,39,20,9.75,53,73.58,0,0,2,2,1
M Prasidh Krishna,7,2,2,1,1*,-,5,20,0,0,0,0,0
CA Pujara,10,6,2,122,45*,30.5,115,106.08,0,0,0,14,3
AS Rajpoot,9,1,0,4,4,4,7,57.14,0,0,0,1,0
N Rana,15,15,2,304,59,23.38,232,131.03,0,1,0,26,14
AD Russell,43,35,6,832,88*,28.68,462,180.08,0,4,1,62,65
WP Saha,33,24,13,298,59*,27.09,213,139.9,0,1,1,24,12
Salman Butt,7,7,0,193,73,27.57,161,119.87,0,1,0,30,2
PJ Sangwan,3,1,1,4,4*,-,2,200,0,0,0,1,0
SS Sarkar,2,-,-,-,-,-,-,-,-,-,-,-,-
R Sathish,4,3,0,24,10,8,24,100,0,0,0,1,1
JPR Scantlebury-Searles,4,2,1,8,6*,8,6,133.33,0,0,0,0,1
SMSM Senanayake,8,4,3,10,7*,10,17,58.82,0,0,0,0,0
OA Shah,5,5,3,115,58*,57.5,95,121.05,0,1,0,7,5
SS Shaikh,2,1,0,6,6,6,7,85.71,0,0,0,1,0
Shakib Al Hasan,43,32,9,498,66*,21.65,382,130.36,0,2,2,44,15
I Sharma,31,11,7,33,9,8.25,41,80.48,0,0,1,2,1
Shivam Mavi,9,4,1,13,7,4.33,15,86.66,0,0,1,1,0
Shoaib Akhtar,3,1,0,2,2,2,7,28.57,0,0,0,0,0
Shubman Gill,13,11,5,203,57*,33.83,139,146.04,0,1,0,22,5
LR Shukla,42,31,7,374,48*,15.58,312,119.87,0,0,2,31,14
RK Singh,4,4,0,29,16,7.25,31,93.54,0,0,0,4,0
T Taibu,3,3,0,31,15,10.33,26,119.23,0,0,0,3,0
RN ten Doeschate,29,22,8,326,70*,23.28,235,138.72,0,1,3,26,15
MK Tiwary,54,49,15,1002,75*,29.47,897,111.7,0,4,5,82,23
Umar Gul,6,4,1,39,24,13,19,205.26,0,0,0,1,5
JD Unadkat,12,-,-,-,-,-,-,-,-,-,-,-,-
RV Uthappa,74,73,2,2157,87,30.38,1545,139.61,0,15,3,227,75
MN van Wyk,5,5,2,167,74,55.66,132,126.51,0,1,1,19,1
R Vinay Kumar,11,5,3,10,6*,5,9,111.11,0,0,1,1,0
CR Woakes,13,7,3,46,18,11.5,47,97.87,0,0,0,4,1
SA Yadav,54,41,14,608,60,22.51,461,131.88,0,1,1,54,21
UT Yadav,47,11,8,50,24*,16.66,36,138.88,0,0,1,5,2
Yashpal Singh,8,4,0,47,20,11.75,66,71.21,0,0,0,5,0
